difficulty,total_hours,enrolled,rating,institution,Label
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,25.0,18171.0,4.3,Institut Mines-Télécom,12
intermediate,18.0,13540.0,4.5,Moscow Institute of Physics and Technology,12
beginner,40.0,475442.0,4.8,,1
beginner,32.0,10861.0,4.2,The University of Chicago,-1
intermediate,15.0,5407.0,4.7,IBM,8
beginner,12.0,31876.0,4.6,Commonwealth Education Trust,10
beginner,4.0,5883.0,4.8,Goldman Sachs,1
beginner,4.0,0.0,4.7,Goldman Sachs,5
beginner,22.0,15039.0,4.8,The University of North Carolina at Chapel Hill,1
beginner,17.0,3808.0,4.7,University of Florida,15
beginner,14.0,13083.0,4.7,University of Florida,15
beginner,21.0,18968.0,4.9,Caltech,0
beginner,17.0,583492.0,4.7,"University of California, Irvine",-1
beginner,2.0,3733.0,4.7,Coursera,16
beginner,39.0,39893.0,4.6,The University of Chicago,10
beginner,5.0,0.0,4.3,Commonwealth Education Trust,-1
beginner,12.0,10389.0,4.8,Commonwealth Education Trust,1
beginner,4.0,12077.0,4.6,Goldman Sachs,10
beginner,14.0,59734.0,4.6,University of Rochester,10
beginner,21.0,4075.0,4.9,Red Hat,0
beginner,8.0,135505.0,4.6,University of Pennsylvania,10
beginner,8.0,0.0,4.7,Universidad Austral,5
beginner,14.0,7009.0,4.9,University of Geneva,0
beginner,16.0,0.0,4.7,UBITS,5
advanced,17.0,32555.0,4.7,Stanford University,8
beginner,1.0,9628.0,4.7,Coursera,16
beginner,36.0,26150.0,4.6,University of Illinois at Urbana-Champaign,10
beginner,20.0,180887.0,4.6,,10
beginner,10.0,10804.0,4.8,University of Pennsylvania,1
beginner,4.0,10551.0,4.8,Icahn School of Medicine at Mount Sinai,1
intermediate,2.0,6094.0,4.7,Coursera,9
beginner,45.0,2533.0,4.7,Coursera,-1
intermediate,15.0,2684.0,4.7,Universidad Nacional Autónoma de México,8
beginner,12.0,4790.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,25.0,7561.0,4.6,Michigan State University,10
beginner,10.0,6277.0,4.9,University of Illinois at Urbana-Champaign,0
beginner,12.0,9386.0,4.9,University of Illinois at Urbana-Champaign,0
beginner,13.0,83098.0,4.5,Michigan State University,13
beginner,14.0,2464.0,4.7,Columbia University,15
beginner,42.0,8609.0,4.6,Columbia University,10
beginner,1.5,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
beginner,24.0,0.0,4.7,Politecnico di Milano,5
beginner,15.0,52806.0,4.7,University of Pennsylvania,15
beginner,14.0,9705.0,4.6,University at Buffalo,10
intermediate,29.0,50224.0,4.4,Universitat Autònoma de Barcelona,12
beginner,14.0,44856.0,4.5,Tecnológico de Monterrey,13
beginner,25.0,10043.0,4.1,Universidad Austral,14
beginner,11.0,13401.0,4.6,Universitat Autònoma de Barcelona,10
beginner,19.0,14713.0,4.7,Icahn School of Medicine at Mount Sinai,15
beginner,7.0,7581.0,4.7,Google Cloud,15
beginner,9.0,7552.0,4.8,University of Colorado Boulder,1
intermediate,4.0,21874.0,4.5,University of Colorado Boulder,-1
beginner,11.0,68303.0,4.5,,13
beginner,12.0,45506.0,4.7,Princeton University,15
intermediate,17.0,45939.0,4.2,EIT Digital ,12
beginner,11.0,116057.0,4.1,Case Western Reserve University,-1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,13.0,31313.0,4.6,University of Illinois at Urbana-Champaign,10
intermediate,13.0,0.0,4.7,Technische Universität München (TUM),4
intermediate,15.0,41757.0,4.7,University of Alberta,8
beginner,16.0,0.0,4.6,"University of California, Irvine",-1
beginner,5.0,0.0,4.7,,5
intermediate,19.0,29662.0,4.6,EIT Digital ,11
intermediate,12.0,10344.0,4.8,Michigan State University,2
beginner,15.0,38815.0,4.3,Universitat Autònoma de Barcelona,14
beginner,19.0,0.0,4.7,CertNexus,5
beginner,15.0,50334.0,4.9,University of Alberta,0
beginner,8.0,3367.0,4.7,Korea Advanced Institute of Science and Technology(KAIST),15
intermediate,16.0,12975.0,4.9,University of Michigan,-1
beginner,21.0,10301.0,4.9,Universitat Autònoma de Barcelona,0
beginner,28.0,4297.0,4.9,Universidad Austral,0
intermediate,45.0,2268.0,4.7,Coursera,8
intermediate,7.0,0.0,4.7,Google Cloud,4
beginner,8.0,22617.0,4.8,Duke University,1
intermediate,19.0,2659.0,4.7,Politecnico di Milano,8
beginner,17.0,61225.0,4.8,Berklee College of Music,1
intermediate,14.0,5627.0,4.9,École Polytechnique Fédérale de Lausanne,-1
beginner,20.0,3699.0,4.8,Universidad Austral,1
intermediate,10.0,2672.0,4.9,Berklee College of Music,-1
beginner,9.0,70585.0,4.6,University of California San Diego,10
intermediate,20.0,34120.0,4.6,The University of Sydney,11
beginner,60.0,0.0,4.7,Coursera,5
intermediate,15.0,34274.0,4.7,Universidad de los Andes,8
intermediate,7.0,3916.0,4.3,Berklee College of Music,12
beginner,29.0,20057.0,4.8,University of Geneva,1
intermediate,16.0,6239.0,4.8,École Polytechnique Fédérale de Lausanne,2
intermediate,21.0,12722.0,4.5,Indian School of Business,12
beginner,10.0,53245.0,4.7,University of California San Diego,15
beginner,16.0,4931.0,4.9,University of Cape Town,0
beginner,13.0,14385.0,4.5,Universidad de los Andes,13
beginner,18.0,0.0,4.7,Universidad Austral,5
intermediate,15.0,0.0,4.7,Peter the Great St. Petersburg Polytechnic University,4
beginner,8.0,55034.0,4.7,"University of Maryland, College Park",15
beginner,10.0,7557.0,4.8,Universidad Austral,1
beginner,24.0,89189.0,4.8,Pontificia Universidad Católica de Chile,1
beginner,13.0,30015.0,4.7,University of California San Diego,15
intermediate,18.0,7401.0,4.8,École Polytechnique Fédérale de Lausanne,2
beginner,23.0,30664.0,4.8,Rice University,1
beginner,11.0,0.0,4.5,Universitat Autònoma de Barcelona,-1
beginner,1.5,0.0,4.7,Coursera,7
beginner,16.0,22749.0,4.8,Rice University,1
beginner,18.0,3107.0,4.7,Tecnológico de Monterrey,15
advanced,23.0,3595.0,4.6,University of Colorado Boulder,11
intermediate,10.0,2426.0,4.7,University of Geneva,8
intermediate,29.0,21403.0,4.6,École Polytechnique Fédérale de Lausanne,11
advanced,19.0,4957.0,4.8,Korea Advanced Institute of Science and Technology(KAIST),2
beginner,20.0,65093.0,4.8,Rice University,1
beginner,18.0,96306.0,4.5,University of Illinois at Urbana-Champaign,13
intermediate,18.0,25257.0,4.7,University of Geneva,8
beginner,9.0,128095.0,4.7,Michigan State University,15
beginner,10.0,75414.0,4.6,,10
beginner,20.0,23556.0,4.4,Universidad Austral,14
beginner,1.3,0.0,4.7,Coursera,7
advanced,11.0,5976.0,4.8,Korea Advanced Institute of Science and Technology(KAIST),2
intermediate,26.0,3586.0,4.8,École Polytechnique Fédérale de Lausanne,2
intermediate,13.0,0.0,4.0,IBM,-1
beginner,12.0,94922.0,4.7,,15
beginner,9.0,25223.0,4.5,Vanderbilt University,13
beginner,60.0,0.0,4.7,Coursera,5
intermediate,2.0,0.0,4.7,Coursera,3
beginner,20.0,77513.0,4.4,University of Illinois at Urbana-Champaign,14
intermediate,13.0,13682.0,4.7,Korea Advanced Institute of Science and Technology(KAIST),8
intermediate,14.0,0.0,5.0,IBM,-1
beginner,54.0,28363.0,4.8,New York University,1
intermediate,14.0,5593.0,4.3,,12
beginner,20.0,25069.0,4.5,École des Ponts ParisTech,13
beginner,18.0,4301.0,3.9,Koç University,14
beginner,15.0,12576.0,4.3,HSE University,14
beginner,20.0,105403.0,4.5,University of Illinois at Urbana-Champaign,13
beginner,11.0,16126.0,4.7,University of Colorado System,15
advanced,15.0,13658.0,4.8,Autodesk,2
beginner,40.0,38561.0,4.3,The Hong Kong University of Science and Technology,-1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,13.0,6719.0,4.6,University of Colorado System,10
beginner,22.0,19310.0,4.6,University of Geneva,10
beginner,12.0,75295.0,4.7,University at Buffalo,15
beginner,14.0,7511.0,4.6,University of Lausanne,10
beginner,20.0,99793.0,4.5,University of Illinois at Urbana-Champaign,13
beginner,33.0,104859.0,4.9,Columbia University,0
beginner,9.0,19603.0,4.6,National University of Singapore,10
beginner,3.0,2197.0,4.7,University of Michigan,-1
beginner,5.0,0.0,4.6,University of Colorado Boulder,-1
beginner,8.0,13642.0,4.7,Tel Aviv University,15
intermediate,19.0,0.0,4.7,The State University of New York,4
beginner,3.0,0.0,4.7,Coursera,-1
beginner,1.0,0.0,4.7,Coursera,6
intermediate,7.0,89119.0,4.7,Google Cloud,-1
beginner,19.0,2888.0,4.5,Arizona State University,13
intermediate,30.0,0.0,4.0,University of Michigan,-1
intermediate,65.0,48799.0,4.9,The University of Melbourne,-1
intermediate,7.0,1557.0,4.6,Google Cloud,11
intermediate,24.0,19639.0,4.8,SAS,2
beginner,17.0,14289.0,4.8,University at Buffalo,1
beginner,9.0,38139.0,4.8,Northwestern University,1
beginner,9.0,14896.0,4.6,The University of Edinburgh,10
beginner,66.0,136187.0,4.6,Erasmus University Rotterdam,-1
intermediate,7.0,2522.0,4.9,Google Cloud,-1
beginner,9.0,23346.0,4.6,University of Western Australia,10
intermediate,9.0,37529.0,4.8,American Museum of Natural History,2
beginner,47.0,15202.0,4.8,University of Illinois at Urbana-Champaign,1
intermediate,7.0,0.0,4.6,Google Cloud,-1
beginner,20.0,0.0,4.7,Universidad de los Andes,5
beginner,2.0,0.0,4.7,Coursera,7
beginner,10.0,5374.0,4.7,University of Lausanne,15
beginner,6.0,4422.0,4.4,ESCP Business School,14
intermediate,7.0,0.0,4.9,Google Cloud,-1
advanced,13.0,47723.0,4.5,Google Cloud,12
beginner,27.0,38393.0,4.9,The Hong Kong University of Science and Technology,0
intermediate,19.0,2552.0,4.6,Yonsei University,11
beginner,7.0,0.0,4.1,The Chinese University of Hong Kong,-1
intermediate,29.0,0.0,4.7,École normale supérieure,4
intermediate,15.0,23203.0,4.8,"University of California, Davis",2
beginner,13.0,41268.0,4.7,University of Pittsburgh,15
beginner,21.0,0.0,4.8,Universidad Austral,-1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,6.0,0.0,4.7,University of Virginia,5
intermediate,20.0,6158.0,4.9,Universidad de los Andes,-1
beginner,22.0,172905.0,4.7,Duke University,15
beginner,17.0,12399.0,4.6,University of Amsterdam,10
beginner,12.0,0.0,4.9,Universidad Nacional Autónoma de México,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,60.0,0.0,4.7,Coursera,5
beginner,14.0,6844.0,4.8,University of Cape Town,1
beginner,8.0,30563.0,4.7,University of Virginia,15
beginner,18.0,8461.0,4.7,Emory University,15
beginner,10.0,3625.0,4.7,,15
intermediate,0.0,0.0,4.7,Coursera,-1
beginner,9.0,8072.0,4.7,IE Business School,15
beginner,12.0,19186.0,4.7,University of Colorado System,15
beginner,21.0,5111.0,4.4,University of Geneva,14
beginner,7.0,7495.0,4.6,University of Pittsburgh,10
beginner,6.0,335283.0,4.7,University of Virginia,-1
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,6.0,24663.0,4.8,Universidad de Chile,1
advanced,15.0,7246.0,4.5,University of Colorado Boulder,12
intermediate,8.0,7007.0,4.4,University of California San Diego,12
beginner,1.0,0.0,4.7,Coursera,6
beginner,3.0,3183.0,4.7,Coursera,-1
intermediate,16.0,10568.0,4.7,Universidad de Chile,8
beginner,10.0,46975.0,4.7,University of Copenhagen,15
beginner,6.0,17182.0,4.6,"University of California, Irvine",10
beginner,16.0,8266.0,4.6,The University of Sydney,10
beginner,15.0,8644.0,4.5,Universidad de los Andes,13
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,8790.0,4.7,Coursera,9
beginner,7.0,21148.0,4.9,Universidad Nacional Autónoma de México,0
beginner,14.0,2388.0,4.9,University of Colorado System,0
beginner,17.0,36862.0,4.8,University of Copenhagen,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,3.0,11342.0,4.4,Universitat de Barcelona,-1
intermediate,17.0,162419.0,4.8,Stanford University,2
beginner,18.0,24653.0,4.5,Universitat Autònoma de Barcelona,13
beginner,16.0,0.0,4.8,Saint Petersburg State University,-1
beginner,16.0,16250.0,4.9,Universidad Austral,0
beginner,21.0,4250.0,4.7,Erasmus University Rotterdam,15
beginner,1.0,0.0,4.7,Coursera,6
intermediate,60.0,3033.0,4.7,Coursera,8
intermediate,10.0,14900.0,4.6,DeepLearning.AI,11
beginner,13.0,57635.0,4.6,University of California San Diego,10
beginner,8.0,1995.0,4.6,The State University of New York,10
intermediate,14.0,2572.0,4.6,Technische Universität München (TUM),11
intermediate,15.0,26249.0,3.6,University of California San Diego,12
beginner,36.0,58747.0,4.9,Universitat Autònoma de Barcelona,0
intermediate,2.0,0.0,4.7,Coursera,3
beginner,8.0,25173.0,4.7,ESSEC Business School,15
intermediate,56.0,11432.0,4.3,Universiteit Leiden,12
beginner,27.0,60711.0,4.7,HEC Paris,15
beginner,16.0,12527.0,4.7,emlyon business school,15
beginner,3.0,0.0,5.0,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),-1
beginner,13.0,10842.0,4.7,UNSW Sydney (The University of New South Wales),15
intermediate,10.0,1655.0,4.9,Technische Universität München (TUM),-1
intermediate,18.0,16686.0,4.6,Rice University,11
beginner,14.0,25376.0,4.8,University of Colorado System,1
intermediate,21.0,6085.0,4.8,Imperial College London,2
beginner,12.0,0.0,4.8,"University of California, Davis",-1
beginner,7.0,2871.0,4.6,,10
beginner,18.0,1788.0,4.3,HSE University,14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,27.0,3671.0,5.0,University of Michigan,-1
intermediate,13.0,17423.0,4.5,"University of California, Davis",12
intermediate,21.0,10800.0,4.5,Fundação Instituto de Administração,12
beginner,15.0,0.0,4.5,Arizona State University,-1
beginner,23.0,8841.0,4.3,"University of Maryland, College Park",14
advanced,8.0,2886.0,4.3,University of Colorado Boulder,12
beginner,9.0,47610.0,4.8,The University of Edinburgh,1
beginner,9.0,0.0,4.7,University of Colorado System,5
beginner,5.0,170815.0,4.5,"University of California, Irvine",-1
beginner,7.0,12741.0,4.6,"University of California, Irvine",10
intermediate,7.0,5069.0,4.6,Universidad Nacional Autónoma de México,11
beginner,19.0,35365.0,4.7,Indian School of Business,15
intermediate,18.0,9700.0,4.7,Instituto Tecnológico de Aeronáutica,8
intermediate,3.0,6534.0,4.7,Coursera,9
beginner,40.0,3337.0,4.7,"University of California, Davis",-1
intermediate,4.0,5364.0,4.5,Copenhagen Business School,-1
intermediate,18.0,11103.0,4.7,Instituto Tecnológico de Aeronáutica,8
beginner,7.0,0.0,3.6,Universitat Autònoma de Barcelona,-1
beginner,9.0,3771.0,4.2,University of Colorado Boulder,14
intermediate,13.0,0.0,4.7,Erasmus University Rotterdam,4
intermediate,1.0,0.0,4.7,Coursera,3
beginner,12.0,11403.0,4.3,"University of California, Irvine",14
beginner,22.0,47565.0,4.9,Pontificia Universidad Católica de Chile,0
beginner,22.0,0.0,4.7,Wesleyan University,5
beginner,15.0,1670.0,5.0,Berklee College of Music,-1
beginner,14.0,113368.0,4.8,BCG,1
beginner,13.0,3158.0,4.6,Universidad de Palermo,10
beginner,16.0,13703.0,4.8,University of Colorado System,1
beginner,11.0,6484.0,4.9,University of Pennsylvania,0
beginner,2.0,0.0,4.7,Coursera,7
beginner,20.0,8062.0,4.7,University at Buffalo,15
intermediate,18.0,2182.0,5.0,Universidad de los Andes,-1
beginner,49.0,8547.0,4.7,Tecnológico de Monterrey,15
beginner,22.0,14708.0,4.9,University of Geneva,0
beginner,3.0,0.0,4.7,Coursera,-1
beginner,45.0,14273.0,4.3,University of Illinois at Urbana-Champaign,-1
beginner,5.0,0.0,4.6,National University of Singapore,-1
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,13.0,61944.0,4.2,University at Buffalo,12
intermediate,10.0,3995.0,4.7,Instituto Tecnológico de Aeronáutica,8
beginner,153.0,0.0,4.7,Moscow Institute of Physics and Technology,-1
beginner,40.0,31104.0,4.8,University of Copenhagen,1
intermediate,32.0,34149.0,4.5,Saint Petersburg State University,12
intermediate,11.0,2470.0,4.8,Saint Petersburg State University,2
intermediate,11.0,0.0,4.7,Instituto Tecnológico de Aeronáutica,4
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,25.0,17767.0,4.9,Peking University,0
intermediate,1.5,0.0,4.7,Coursera,3
beginner,2.0,3673.0,4.7,Coursera,16
beginner,1.25,0.0,4.7,Coursera,7
beginner,2.0,12577.0,4.7,Coursera,16
beginner,1.0,0.0,4.7,Coursera,6
beginner,60.0,0.0,4.7,Coursera,5
beginner,2.0,0.0,4.7,Coursera,7
intermediate,7.0,9659.0,4.2,Instituto Tecnológico de Aeronáutica,12
beginner,9.0,2485.0,4.8,Universidad Austral,1
beginner,22.0,19749.0,4.8,"University of California, Irvine",1
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,0.0,4.7,Coursera,3
beginner,11.0,17995.0,4.1,École Polytechnique,14
beginner,16.0,27979.0,4.5,University of Illinois at Urbana-Champaign,13
beginner,1.0,13315.0,4.7,Coursera,-1
intermediate,20.0,2451.0,3.7,Universidad Nacional Autónoma de México,12
beginner,17.0,128479.0,4.8,Universitat Autònoma de Barcelona,1
beginner,12.0,31710.0,4.8,Northwestern University,1
advanced,2.0,0.0,4.7,Coursera,3
beginner,17.0,25427.0,4.3,University of Illinois at Urbana-Champaign,14
beginner,14.0,15167.0,4.7,Universidade de São Paulo,15
intermediate,2.0,2091.0,4.7,Coursera,9
beginner,1.0,0.0,4.7,Coursera,6
beginner,0.0,0.0,4.7,Coursera,-1
advanced,13.0,51044.0,3.8,HSE University,-1
beginner,21.0,8202.0,3.0,Universidad Austral,14
beginner,1.25,0.0,4.7,Coursera,7
beginner,2.0,13261.0,4.7,Coursera,16
beginner,0.0,2958.0,4.7,Coursera,-1
intermediate,25.0,5794.0,4.4,University of Illinois at Urbana-Champaign,12
beginner,5.0,13442.0,4.6,"University of California, Irvine",10
beginner,1.0,0.0,4.7,Coursera,6
beginner,50.0,1706.0,4.7,Coursera,-1
beginner,12.0,11953.0,4.7,Universitat Autònoma de Barcelona,15
advanced,5.0,1782.0,4.3,Novosibirsk State University ,-1
beginner,8.0,11314.0,4.8,Northwestern University,1
beginner,13.0,3748.0,4.8,"University of California, Davis",1
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,2932.0,4.7,Coursera,9
advanced,31.0,6915.0,4.7,University of Colorado Boulder,8
intermediate,61.0,57722.0,4.8,Universidad de Chile,2
intermediate,90.0,2399.0,4.7,Coursera,8
beginner,1.0,0.0,4.7,Coursera,6
beginner,8.0,26419.0,4.4,Yonsei University,14
intermediate,24.0,29529.0,4.4,Universidad Nacional Autónoma de México,12
beginner,11.0,5592.0,4.6,University of Illinois at Urbana-Champaign,10
beginner,15.0,0.0,4.7,University of Michigan,5
beginner,1.5,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
intermediate,8.0,13252.0,4.5,University of Colorado System,12
intermediate,55.0,6415.0,4.7,Coursera,8
beginner,8.0,27331.0,4.7,Universitat Autònoma de Barcelona,15
beginner,88.0,87735.0,4.8,Princeton University,1
beginner,10.0,14731.0,4.7,Universidad Nacional Autónoma de México,15
intermediate,22.0,32994.0,4.8,"University of California, Irvine",2
beginner,12.0,19306.0,4.8,University of Virginia,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
intermediate,1.0,4476.0,4.7,Coursera,9
beginner,23.0,18234.0,4.6,Universidad Nacional Autónoma de México,10
intermediate,14.0,2131.0,4.8,IBM,2
beginner,2.0,0.0,4.7,Coursera,7
beginner,11.0,200508.0,4.8,Universidad Nacional Autónoma de México,1
beginner,14.0,6069.0,4.0,University of Illinois at Urbana-Champaign,14
beginner,1.0,0.0,4.7,Coursera,6
beginner,45.0,2713.0,4.7,Coursera,-1
intermediate,40.0,30634.0,4.4,Universidad de Chile,12
beginner,10.0,3659.0,4.6,"University of California, Irvine",10
beginner,11.0,19098.0,4.6,University of Rochester,10
intermediate,20.0,60670.0,4.7,Princeton University,8
beginner,9.0,4982.0,4.6,Universitat Autònoma de Barcelona,10
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,2001.0,4.7,Coursera,9
intermediate,1.5,6654.0,4.7,Coursera,9
beginner,120.0,1969.0,4.7,Coursera,-1
intermediate,7.0,13876.0,4.7,University of Pennsylvania,8
beginner,2.0,0.0,4.7,Coursera,7
beginner,15.0,70185.0,4.8,,1
beginner,20.0,56785.0,4.3,University of Washington,14
beginner,22.0,29124.0,4.4,Universidad de los Andes,14
beginner,10.0,136504.0,4.8,Universitat Autònoma de Barcelona,1
beginner,2.0,0.0,4.7,Coursera,7
intermediate,1.0,0.0,4.7,Coursera,3
beginner,19.0,11470.0,4.4,University of Illinois at Urbana-Champaign,14
beginner,10.0,2538.0,4.5,West Virginia University,13
beginner,2.0,39242.0,4.7,Stanford University,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.5,0.0,4.7,Coursera,7
beginner,2.0,3725.0,4.7,Coursera,16
beginner,22.0,18845.0,4.8,,1
beginner,20.0,90818.0,4.6,Universitat Autònoma de Barcelona,10
intermediate,16.0,6624.0,3.7,"University of California, Davis",12
advanced,50.0,149009.0,4.8,Princeton University,2
beginner,1.5,0.0,4.7,Coursera,7
intermediate,2.0,0.0,4.7,Coursera,3
beginner,13.0,10191.0,4.2,Universidad de los Andes,14
beginner,8.0,0.0,4.7,Pontificia Universidad Católica de Chile,5
beginner,12.0,205728.0,4.6,University of Pennsylvania,10
intermediate,1.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.5,5998.0,4.7,Coursera,16
intermediate,1.0,4134.0,4.7,Coursera,9
beginner,23.0,302735.0,4.8,Stanford University,1
beginner,8.0,2806.0,4.3,University of Colorado Boulder,14
beginner,10.0,8670.0,4.8,University of Colorado Boulder,1
beginner,14.0,0.0,4.7,Saint Petersburg State University,5
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,0.0,0.0,4.7,Coursera,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
beginner,8.0,51041.0,4.6,University of Virginia,10
beginner,9.0,5464.0,4.6,Universitat Autònoma de Barcelona,10
intermediate,12.0,0.0,4.9,,-1
intermediate,9.0,1518.0,4.9,Pontificia Universidad Católica de Chile,-1
beginner,10.0,4396.0,4.5,University of Pennsylvania,13
beginner,19.0,35738.0,4.4,University of New Mexico,14
intermediate,24.0,3469.0,4.8,DeepLearning.AI,2
beginner,18.0,55151.0,4.7,University of Pennsylvania,15
beginner,22.0,15435.0,4.7,University of California San Diego,15
beginner,18.0,49197.0,4.6,"University of Maryland, College Park",10
beginner,2.0,0.0,4.7,Coursera,7
intermediate,1.5,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,6.0,1553.0,4.7,Pontificia Universidad Católica de Chile,-1
beginner,17.0,26923.0,4.8,Emory University,1
beginner,21.0,2542.0,3.7,Macquarie University,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.0,0.0,4.7,Coursera,6
beginner,17.0,59947.0,4.7,Vanderbilt University,15
beginner,23.0,5079.0,3.8,Universidad Austral,14
beginner,7.0,35701.0,4.6,University of Pennsylvania,10
intermediate,11.0,4046.0,4.6,Pontificia Universidad Católica de Chile,11
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,4.0,51372.0,4.4,"University of California, Irvine",-1
beginner,14.0,2054.0,4.8,(ISC)²,1
beginner,8.0,48349.0,4.7,Northwestern University,15
beginner,16.0,0.0,4.7,University of California San Diego,5
beginner,16.0,18057.0,4.6,Università Bocconi,10
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.0,1530.0,4.7,Coursera,16
intermediate,2.0,0.0,4.7,Coursera,3
beginner,12.0,71914.0,4.4,Wesleyan University,-1
beginner,15.0,14057.0,4.8,Universidad Nacional Autónoma de México,1
intermediate,18.0,3597.0,4.9,Macquarie University,-1
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,9.0,4913.0,4.4,University of Colorado System,12
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,6.0,12793.0,4.6,Northwestern University,10
beginner,11.0,1767.0,4.9,University of California San Diego,0
beginner,5.0,3159.0,4.7,"University of California, Irvine",15
beginner,11.0,16236.0,4.8,University of London,1
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,12569.0,4.7,Coursera,9
intermediate,6.0,0.0,4.7,,4
beginner,18.0,5156.0,4.7,University of Michigan,15
beginner,19.0,16982.0,4.8,Berklee College of Music,1
beginner,13.0,126234.0,4.8,Universidad Nacional Autónoma de México,1
beginner,10.0,15685.0,4.4,Indian School of Business,14
beginner,10.0,8908.0,4.7,IBM,15
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
intermediate,31.0,7189.0,4.8,DeepLearning.AI,2
beginner,4.0,16704.0,4.6,University of Pennsylvania,10
beginner,12.0,0.0,4.7,University of California San Diego,5
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
beginner,5.0,9383.0,4.5,Northwestern University,13
beginner,10.0,30164.0,4.6,University of Illinois at Urbana-Champaign,10
intermediate,1.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,8.0,4832.0,4.8,Universidad Nacional Autónoma de México,1
beginner,15.0,0.0,4.7,HSE University,5
beginner,25.0,176516.0,4.7,Duke University,-1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,60.0,0.0,4.7,Coursera,4
beginner,1.5,3181.0,4.7,Coursera,16
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
beginner,12.0,0.0,4.7,University of California San Diego,5
beginner,11.0,0.0,4.6,University of Pennsylvania,-1
beginner,5.0,10312.0,4.6,Northwestern University,10
beginner,1.5,3177.0,4.7,Coursera,16
beginner,1.0,3678.0,4.7,Coursera,16
beginner,1.5,1976.0,4.7,Coursera,16
beginner,11.0,14606.0,4.7,The University of Melbourne,15
beginner,16.0,0.0,4.7,IBM,5
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,45.0,13982.0,4.6,University of Colorado System,10
beginner,46.0,51964.0,4.6,Tecnológico de Monterrey,10
beginner,2.0,2551.0,4.7,Coursera,16
beginner,1.0,0.0,4.7,Coursera,6
beginner,22.0,8044.0,4.8,Universidad Nacional Autónoma de México,1
beginner,5.0,8245.0,4.6,University of Pennsylvania,10
beginner,0.0,0.0,4.7,Coursera,-1
intermediate,1.5,1541.0,4.7,Coursera,9
beginner,1.0,0.0,4.7,Coursera,6
beginner,9.0,0.0,4.7,University of California San Diego,5
beginner,6.0,28856.0,4.6,Northwestern University,10
beginner,20.0,27031.0,4.8,University of Illinois at Urbana-Champaign,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
intermediate,18.0,18480.0,4.6,University at Buffalo,11
intermediate,2.0,0.0,4.7,Coursera,3
